label,text
a strong positive emotion of regard and affection,i had a really good day today
a strong positive emotion of regard and affection,Writing up this lesson plan makes me remember how much I truly do love To Kill a Mockinbird.  Maybe it'll be a summer read.
a strong positive emotion of regard and affection,I bought two tops and a scarf yesterday...sister has successfully hijacked them this morning to wear to breakfast (after removing tags)
a strong positive emotion of regard and affection,Love ice cream... Love cake... Cookies and cream ice cream cake tops them both
a strong positive emotion of regard and affection,left 'Naked' at @iarebinky on her little ass bed  even though my feet stll hurt my nite was made ;-)
a strong positive emotion of regard and affection,@beetee Love that book! My VW I'm about to turn in is named Scout.
a strong positive emotion of regard and affection,lmfaoooo i fucking love this showwwww
a strong positive emotion of regard and affection,Gave my mommy her Mother's Day present. Tickets to Aerosmith (her favorite band everr.) Yay for a good reaction.
a strong positive emotion of regard and affection,is STILL sick. But still loves revenge and the possibility of more revenge to come
a strong positive emotion of regard and affection,Watching scary movies with Ruby and Michael
a strong positive emotion of regard and affection,Not feeling very well.
a strong positive emotion of regard and affection,Photo: martwo: OMG i love you!!!! i accadentally deleted this photo  yay hes SO beautiful http://tumblr.com/xvd1wankt
a strong positive emotion of regard and affection,@alexwaddell I love Broughty Ferry
a strong positive emotion of regard and affection,Recovering from a lovely but slightly stressful weekend in France
a strong positive emotion of regard and affection,says Happy Mother's Day!  http://plurk.com/p/suqsg
a strong positive emotion of regard and affection,"@Ali_Sweeney - Happy Mother's Day, Ali  I hope you have a great day today! Hugs and kisses from The Netherlands xoxox"
a strong positive emotion of regard and affection,"@homeandhosed :O goodness, i havn't heard it. i lovelovelove her old stuff though, the overture the underscore is the best album i think"
a strong positive emotion of regard and affection,having a great mothers day
a strong positive emotion of regard and affection,@ThatSillyLily haha i only love you too sissy!!!!!  ring power! lol
a strong positive emotion of regard and affection,I'm dying to see the reaction on their faces  .. its going to be FUN gedan begad
a strong positive emotion of regard and affection,@ModelSupplies thank you for your comment
a strong positive emotion of regard and affection,"mmm, just had the best delicious chocolate pancakes for tea break. oh thank God for HERHSEY'S Chocolate Syrup!"
a strong positive emotion of regard and affection,@outlawontheedge Tofurky.... You owe me a new keyboard now!
a strong positive emotion of regard and affection,"going to eat some pasta bake, my favourite food! later going to the flea market @jadirox you're my lilime"
a strong positive emotion of regard and affection,My 2 favorite things. Fuzzball and Swine Flu  http://tinyurl.com/dhpol7
a strong positive emotion of regard and affection,"Before I get too distracted, I'd like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love"
a strong positive emotion of regard and affection,@AlMaddin  enjoy ur night
a strong positive emotion of regard and affection,TIRED! goodnight twitter  its mother's day  happy mother's day  lov my moomy &lt;3 yayy! God Bless.
a strong positive emotion of regard and affection,"A laodicean life for Kavya &amp; family probably got Kavya her spelling bee crown! Congrats! Note, spell check doesnt recognize laodicean"
a strong positive emotion of regard and affection,happy mother's day mummy  i love you. xo
a strong positive emotion of regard and affection,"@Maggiemelba Good morning hun! I will, promise  Glad you like 'em. Have a lovely day :o)"
a strong positive emotion of regard and affection,"@Tyrese4ReaL thanks, I deserve it."
a strong positive emotion of regard and affection,Happy Mothers day to all the Mothers in my life
a strong positive emotion of regard and affection,"home; just had yogurt factory, i love yogurt  also hung with my uncle and lucy"
a strong positive emotion of regard and affection,Ooooo! I'm lovin the First Lady's fuschia sheath dress! Tres chic! I want her arms!
a strong positive emotion of regard and affection,tomorrow's mother's day  me n my sis gonna make an onigiri for our mom~!! its gonna be so kewl!! cant wait for tomorrow &gt;_&lt;
a strong positive emotion of regard and affection,@swamwine Yeah! Thanks! I'll be back in soon to see what ya got!
a strong positive emotion of regard and affection,@LittleMary01 I miss you too! Not sure when I'll next be on msn - mum's computer is tempermental...there's always fb email?
a strong positive emotion of regard and affection,"@shaundiviney Sweeny Todd is an awesome movie, the best"
a strong positive emotion of regard and affection,Oh and Cali plans are a GO! I might get to see DA too and she's my hero and rocks my socks
a strong positive emotion of regard and affection,"@miasmom1 Awhhh age doesn't matter, you awesome lady you!"
a strong positive emotion of regard and affection,@cosmicmother some great stuff on website today
a strong positive emotion of regard and affection,@princessmargo We saw that in none 3D - the baddie's the best
a strong positive emotion of regard and affection,@cece_newnew yea I saw the oil show u put on gotta I likes
a strong positive emotion of regard and affection,Damn M-Audio IE-30s! I just remembered how much I &lt;3 u &amp; now the right earbud has ceased functioning  My Shure's r 2 bright w/ lame bass.
a strong positive emotion of regard and affection,is about to go into her last final.  happiness!
a strong positive emotion of regard and affection,"@catarino hah yeah I hear that, good luck today"
a strong positive emotion of regard and affection,@Naughtycowgir1 I LOVE music!!!  I like almost everything!!
a strong positive emotion of regard and affection,"@heresmyhello92 LOL, very true. Maybe next year. I loooved that siggy, and I don't remember what the password for the mod thing was  Cake?"
a strong positive emotion of regard and affection,"PROUD 2 BE A MOTHER  I HAVE MY SON &amp; HIS COUISN OVER SPENDING A NITE, IT'S A BOYZ NITE, &amp; THEY DRIVING ME CRAZY BUT I LUV EM.."
a strong positive emotion of regard and affection,@matthew_west one day the hubs and I WILL take one of those. There's actually a missions cruise that we want to go on. It has music too.
a strong positive emotion of regard and affection,Is...Sayin Happy Mother's Day 2 Everyone!!!!!
a strong positive emotion of regard and affection,Ben I Love yahh babe &lt;333! i miss you hope to see u tomorrow  Mommy i love  you tomorrow happy mothers day! happy mother day to all moms!
a strong positive emotion of regard and affection,"Good Morning BTW - A public holiday in UK, love it  and dinner tonoght with 2 special people."
a strong positive emotion of regard and affection,@Magnum74 I knew my mom loved flowers and she loves the Rieger Begonia so... hanging basket seemed perfect
a strong positive emotion of regard and affection,going to see star trek with my babe  im actually excited about this hah
a strong positive emotion of regard and affection,"@spookerlabs it's called a telephone. I know it's new technology, but it's the way forward!"
a strong positive emotion of regard and affection,@wossy http://twitpic.com/24mer - i like Mr Piggls I mean Pickles!!
a strong positive emotion of regard and affection,"@userealbutter door's open, your cup of tea is waiting"
a strong positive emotion of regard and affection,I'd love too see you were it @Ximovana
a strong positive emotion of regard and affection,"@stompthewalrus yay! now ill shall take your picture, and get a tattoo on my arm"
a strong positive emotion of regard and affection,@OxygenOverdose awesome! have to take a look at them when i'm home.
a strong positive emotion of regard and affection,"Happy Mothers Day all!  Hugs and love, Zoe"
a strong positive emotion of regard and affection,@heynadine yayy! i cant wait to see them!
a strong positive emotion of regard and affection,@AntonKiselev Congrat on 4AM. I do it every day since one month.
a strong positive emotion of regard and affection,@thecompletes seen u a couple of times. Liked it
a strong positive emotion of regard and affection,happy mom's day  http://plurk.com/p/stsir
a strong positive emotion of regard and affection,Paper writing til my heart's content
a strong positive emotion of regard and affection,I love my Mom. Yo Amo a mi Mama. ? ? ? Thank you mommy... Ti amo con tutto il mio cuore.  Happy Mother's Day
a strong positive emotion of regard and affection,@BecThomasPhoto It's your inherent humility
a strong positive emotion of regard and affection,@dinno thanks dinno  appreciate it
a strong positive emotion of regard and affection,hubby is snoring!  but I still love him
a strong positive emotion of regard and affection,@HayleyTxxx hey!  YAY! thanks!  wow ur page is awesome!!!!!
a strong positive emotion of regard and affection,@twebbstack I know  haha night
a strong positive emotion of regard and affection,@LaurenConrad Hey Lauren...I'm a huge fan! I hope you are having fun at Wango Tango!!
a strong positive emotion of regard and affection,thought Yes Man was good  had a blast with old friends tonight and heard some great music
a strong positive emotion of regard and affection,@wale I'm gonna havta temp stop fllwing u while ur talkin abt kobe bc I loveeeeeeee him &amp; I'm taking it personal and I like lebron 2.
a strong positive emotion of regard and affection,@laracasey: LOVE you walking us through this event. So fun. Blue water. Surplus of donuts... what a great night!
a strong positive emotion of regard and affection,My sleeping beauties  I love my grads!! http://twitpic.com/4we5w
a strong positive emotion of regard and affection,"@Chaos33176 What Makes Me Happy? My Daughter, My Family &amp; Their Support, Money, Shopping, &amp; Restaurants"
a strong positive emotion of regard and affection,@KarenSindayen hey we were doing the same thing this weekend! but it was for the kiddos...gotta love ikea
a strong positive emotion of regard and affection,"@georgieBOOM it's like triple what i've got, so it's a lot to me as well. Well done"
a strong positive emotion of regard and affection,"I'm a bit late, but the new twitterific interface for the iPhone is very cool, oh and Richie and Lauren on their engagement"
a strong positive emotion of regard and affection,@kyoisorange oh right aww yeh well 5 is loads  love youuu  x
a strong positive emotion of regard and affection,@Jerome117 yeah! i love this one and doesn't really matter
a strong positive emotion of regard and affection,Cant wait to see my boy tomorrow
a strong positive emotion of regard and affection,@NicoleApparatus no you can't. no you can't.   i'm just kidding. that was mean. i love you.
a strong positive emotion of regard and affection,all alone on a friday night
a strong positive emotion of regard and affection,"@GeekySteph Exactly! Well, I'm off to pick my sister up. Speak laters! Enjoy your afternoon of pub and shelving!! lol xx"
a strong positive emotion of regard and affection,Wonderful weekend  I love my family  &amp; friends because they are awesome. Happy Mothers day to all the mommies &lt;3
a strong positive emotion of regard and affection,"mmmmmm, late night Brusters ice cream! om nom nom nom"
a strong positive emotion of regard and affection,"@jackgraycnn catching up on my tweets, I saw AC's promo of your new blog before yours, I knew immediately it would be yours by the title"
a strong positive emotion of regard and affection,oh what a night love me some aces
a strong positive emotion of regard and affection,@mixhelle I *heart* Elvis
a strong positive emotion of regard and affection,well - that blows.  Sorry to cut it short. It wont work for me. I didnt get to say bye..so goodnight guys - thx for watching!  Love u guys
a strong positive emotion of regard and affection,LMAO! listening to the great Bob Marley!  Wow hes so awesome
a strong positive emotion of regard and affection,@Poptastic omg! I saw ur update nd it said &quot;David Archuleta&quot;!!!! lol. They shoulda had more David on it! &lt;33 David's awsome!!  t4p!
a strong positive emotion of regard and affection,ish okay my loveee
a strong positive emotion of regard and affection,"@noravrenezi, Heeeey dear! Finally found!"
a strong positive emotion of regard and affection,@AntoniaZ I feel so inadequate with my 250 followers now ... Send Enzyte!
a strong positive emotion of regard and affection,is gonna have an irish wedding
a strong positive emotion of regard and affection,@danielle_eleni I love you too!
a strong positive emotion of regard and affection,Trying to reorganize plans for tonight uggg  Hopefully it will still be lots 'o fun!
a strong positive emotion of regard and affection,"just sitting here watching my babies, life can be amazing afterall"
a strong positive emotion of regard and affection,@_mamalaura night! So cute that K loves frogs  http://myloc.me/FI0
a strong positive emotion of regard and affection,"@swoopthekid I'm good, thanks.  Hope you're enjoying the weekend!"
a strong positive emotion of regard and affection,I love my big brother very much.
a strong positive emotion of regard and affection,@DarkGX pffffffffff... it's not a 100% triumph cuz u gone napping  LMAO!!
a strong positive emotion of regard and affection,Happy Mother's Day Mommies
a strong positive emotion of regard and affection,when living in Spain..you can NEVER take a hot shower for granted..luckily I have nice friends across the street
a strong positive emotion of regard and affection,There is something wrong with me! I'm so tired I can barely keep my eyes open. Yet all I've done for the last 3hrs is toss &amp; turn in bed
a strong positive emotion of regard and affection,wants to wish all the moms out there (and moms-to-be) a very happy Mother's Day!
a strong positive emotion of regard and affection,at BIF.... i love this buliding....
a strong positive emotion of regard and affection,@JohnLloydTaylor aw.  I'm glad you do. Where would we be with out one?
a strong positive emotion of regard and affection,Great dinner and great friends! Follow @kristaeccleston! She is my cupcake
a strong positive emotion of regard and affection,"Happy Mother's Day to all the mommies out there, be you woman or man as long as you're 'momma' to someone this is your day!"
a strong positive emotion of regard and affection,Sunburned from Venice and watching Fred Claus....Such excitement!!
a strong positive emotion of regard and affection,@shahpriya nice luke quote  goodluck on the test u have been dreading.
a strong positive emotion of regard and affection,? I had great time in Boston. Thanks to my baby girl.   http://plurk.com/p/rplmy
a strong positive emotion of regard and affection,@arepeejee love Dawn of the Replicants! love music monday!
a strong positive emotion of regard and affection,got an email from my auntie bout fathers day... mothers day w/seven moms but fathers day will consist of 2 dads    #realitycheck
a strong positive emotion of regard and affection,this is for @calebh  http://tinyurl.com/d8fgxr
a strong positive emotion of regard and affection,"Happy Mother's Day to all the moms! If you're an awesome mom, you'll help #savechuck"
a strong positive emotion of regard and affection,gorgeous wedding. hope i can experience that love one day. cheers to the beautiful couple! ummmm did the hawks win??????  no really..?
a strong positive emotion of regard and affection,"@yourshyness21 lol I hear you, I think I watched about 2 - 3 different movies, when I should have been getting work done.  I'll ttyl girl"
a strong positive emotion of regard and affection,@lisa_graham yerrrr sameee haha its the way he plays edward i thinkk mmmm
a strong positive emotion of regard and affection,Fallen in love with enter shikari again. Might go for a walk with the lady later. @work now though
a strong positive emotion of regard and affection,"@NikkiBenz The Hulk, great movie  You might recognize Toronto's Younge Street in some of the fight scenes."
a strong positive emotion of regard and affection,@taylorswift13 that video was funny  i'm just signing up now and i'll vote for you!!  x
a strong positive emotion of regard and affection,@nickyy123 im sure she'll love em  how was work? x
a strong positive emotion of regard and affection,i &lt;3 maria but i wish she was in my class!!!  i love her lol bored in class again!!
a strong positive emotion of regard and affection,@huma_rashid aww how cute  I like that song a lot
a strong positive emotion of regard and affection,i really wanna be miley cyrus's friendie  hahaha
a strong positive emotion of regard and affection,"@lwcavallucci No... we didn't *like* it, we LOVED it!  The tone, the story, the chemistry between the actors/characters, all was perfect."
a strong positive emotion of regard and affection,@erinnn_43 HAHHAHAH that really made me laugh out loudd! ahahahahahahahahah your fuunny!!
a strong positive emotion of regard and affection,"rt @bact #barcampbkk3 for entertainment at night, bring your favourite mp3s .. there should be a way we can enjoy music together"
a strong positive emotion of regard and affection,"Right! Into action! Grab a shower, grab my camera and, I think, a walk in the sunshine along the canal. Later, good tweeple"
a strong positive emotion of regard and affection,@SexySkins Miss you!!
a strong positive emotion of regard and affection,"@AmazingPhil How BOut What Your Doing Now, or what you gonna do today  lol"
a strong positive emotion of regard and affection,"@tommcfly &quot;We never want to lose the fans that got us here!&quot; Thank you for saying that  Wish you and the others a nice day, greets"
a strong positive emotion of regard and affection,@andyclemmensen have you seen the game on the website?! awesomness!!! go on msn
a strong positive emotion of regard and affection,"@Jacksmum_shantz heyy shantell!  twitter is cool, thats why! and guess what!! i followed britney spears, and she followed me back!"
a strong positive emotion of regard and affection,@jacehall http://twitpic.com/4nbx4 - great photo! bravi! we are looking forward for the upcoming pilot in Italy too
a strong positive emotion of regard and affection,wishes that you would see not with your eyes but with your heart.  http://plurk.com/p/sv5bb
a strong positive emotion of regard and affection,Cause these stupid people dont have my phone and my tummy herts
a strong positive emotion of regard and affection,@PanicCrew still no michigan shows    where's the love??
a strong positive emotion of regard and affection,I just signed up for Japanese 123 at Clark College... it will be a night class with Kamei-sensei... only two days a week  KUSO!
a strong positive emotion of regard and affection,it's good to see all my family  was a good day today
a strong positive emotion of regard and affection,@mileycyrus tell everybody i said happy mothers day!  love ya! #1 fan love you miley you rock
a strong positive emotion of regard and affection,"Good mornin twitterers, watching my first naruto of the day and it happens to be the 100th episode  lovely juvely"
a strong positive emotion of regard and affection,@dajuin Appending the #verticalchinese hash tag is a nice touch.
a strong positive emotion of regard and affection,Happy Mothers day  &lt;3
a strong positive emotion of regard and affection,@MissBethAnn   I'm a Metsies fan also! Boo Hoo
a strong positive emotion of regard and affection,@shortiee31
a strong positive emotion of regard and affection,happy mothers day
a strong positive emotion of regard and affection,Stunning weather today/this afternoon/now - couldn't ask for better!
a strong positive emotion of regard and affection,happy mothers' day to all your moms!
a strong positive emotion of regard and affection,I'm loving Please Don't Leave Me by Pink!
a strong positive emotion of regard and affection,@katyperry it's Under a Honeymoon by The Good Life
a strong positive emotion of regard and affection,@makikaysantos thanks love ) btw happy mother's day to your mom
a strong positive emotion of regard and affection,@DaYziEbAbY THANK YOU MAMA!
a strong positive emotion of regard and affection,@itschelseastaub http://twitpic.com/4vp3x - *swoon* Nick looks so cute when he is serious  *faints*
a strong positive emotion of regard and affection,"@Jonasbrothers love much better, i want you call me"
a strong positive emotion of regard and affection,@bdeezy @PleasureNPain lol you guys are awesome
a strong positive emotion of regard and affection,happy momies day!
a strong positive emotion of regard and affection,@MaheshKukreja Welcome!
a strong positive emotion of regard and affection,"@LILPARADIVA @spookyjenb and Em, my baby, starts kindergarten.  What a crazy summer it's going to be."
a strong positive emotion of regard and affection,making a Life w/o Bounds! T-Shirt for Second life
a strong positive emotion of regard and affection,"whats on my head now?@mileycyrus whats on my head next?@mileycyrus whats on my head later?@mileycyrus so yeah,thats pretty much it"
a strong positive emotion of regard and affection,Happy Mother's Day to all the mothers...time for me to hit the hay! much love my tweeps!
a strong positive emotion of regard and affection,Mommas day is may 10th! Don't forget to do something nice for your mommyyy
a strong positive emotion of regard and affection,i'm gonna miss eddy if we're half the country apart
a strong positive emotion of regard and affection,@bevjones1983 I'd Love to work with you! http://myspace.com/inikco  Tell ur friends to follow me!
a strong positive emotion of regard and affection,ah just saw my little nephews  all is well with the world again. I love those boys so much. have to say my sis in law does a great job.
a strong positive emotion of regard and affection,@bobbyllew your lisa rogers carpool is now my alltime fave!! Good work!!
a strong positive emotion of regard and affection,@ddlovato http://twitpic.com/5h3ad - And Brazil??? WE LOVE YOU TOO!!
a strong positive emotion of regard and affection,At KhSA new years festival. Love the traditional dances and outfits
a strong positive emotion of regard and affection,@johncmayer ur really the sweetest person ever! thanks for making everyone's dreams come true..(p.s) my dream is for u 2twitter me back  x
a strong positive emotion of regard and affection,@jordanknight  yes really if it is that time of day again.   xxxxxxxxxxxxxxxxx
a strong positive emotion of regard and affection,says again.. happy mothers day to all your moms  http://plurk.com/p/svdsh
a strong positive emotion of regard and affection,My 1st Mothers Day Tomorrow
a strong positive emotion of regard and affection,"I tripped over a rubbish bin at Warehouse Stationary just before. Not a great Mothers' Day so far, but I'm thinking it will improve"
a strong positive emotion of regard and affection,"@WFBL Thanks, the more, the merrier"
a strong positive emotion of regard and affection,@MariamUAE awesomeness
a strong positive emotion of regard and affection,seeing the gf 5 days in a row for a few hours each day is amazing-just wish the location wasn't a hospital
a strong positive emotion of regard and affection,@RetroRewind How much longer is the NKOTB Block Party? Love it! I need to go to bed so just wondering what time it's over..LOL..thanks!
a strong positive emotion of regard and affection,Happy Mothers Day to all you mothers out there!!  i love my mom! GOODNIGHT everyonee!! ?
a strong positive emotion of regard and affection,"@thespunkyone So then Fuckin Awesome Super Sexy Stud Muffin Beast, How's that sound to you @JonathanRKnight"
a strong positive emotion of regard and affection,Had a nice chat with an old frnd... its been a while since v talked  was fun...
a strong positive emotion of regard and affection,@SarahInMI sounds like a great way to to start mothers day! Enjoy your day
a strong positive emotion of regard and affection,Sleeeping ; just had to say Happy Momdukes Day
a strong positive emotion of regard and affection,@Deathwishedx3 and you. okaaaay
a strong positive emotion of regard and affection,"fourteen hours later, i'm still having the worst allergy flare-up in my life from shooting an engagement session in a field last night..."
a strong positive emotion of regard and affection,Scramming a little early. Nibs sounds pathetic.
a strong positive emotion of regard and affection,I truly praise God for my mom-the greatest mother in the world  Happy mother's day to all of the mothers reading this. Enjoy your day!
a strong positive emotion of regard and affection,i miss dooooooodddddiiiieeee
a strong positive emotion of regard and affection,I love being able to run my tongue along my teeth
a strong positive emotion of regard and affection,after pub lunch am now going to daughters for tea life is good
a strong positive emotion of regard and affection,@AYoungOne Yep that one works. I LOVE Potbelly but I can't get it in AZ  Have to wait for my Chi-town trips @PotbellySdchWks
a strong positive emotion of regard and affection,@Antonio_Perth Awesome...love top gear..whos your favourite?Got to admit i have a soft spot for captain slow
a strong positive emotion of regard and affection,in rye..happy mothers day mums  ily mummy  lol
a strong positive emotion of regard and affection,@simplykaylaaa oh gaha no of course i wasn't offended why would i be?  i'd love to play for you some day
a strong positive emotion of regard and affection,@davidarchie needs to make plans to come back to uk! yest he made my year  love him xo
a strong positive emotion of regard and affection,@lilmickee what dey do homie? I wish it would stop raining already!! Plus my vacay is almost over
a strong positive emotion of regard and affection,@khloekardashian Cause its true!!! It would!!! Hahaha... I Love YOU
a strong positive emotion of regard and affection,HAPPY MOTHER'S DAY!!!!!
a strong positive emotion of regard and affection,im home!  Dinner with mum was delicious and nice  had a good time. Happy Mothers Day to all mums
a strong positive emotion of regard and affection,Happy Mother's Day!
a strong positive emotion of regard and affection,Sad thing is samsam loves my sexy crooked body! And she wants to sex it now
a strong positive emotion of regard and affection,Happy mothers day mumm  xoxo
a strong positive emotion of regard and affection,@flamingokitty I'm surprised your bf didn't want to play with u! Although that would require another guitar...Glad u had fun
a strong positive emotion of regard and affection,@IljaCoolen Thanks! Just used a therm to pry it out. Was like concrete! Blood and everything!  He's doing a lot better now. Thank god.
a strong positive emotion of regard and affection,"Had a BLAST this weekend with my sweet girls in Vancouver, watching my awesome Celtic lads... AND I got to see Alissa! Now I'm home"
a strong positive emotion of regard and affection,i'm also on plurk  try it
a strong positive emotion of regard and affection,Rescued two adorable pit mix pups today.  LC and Brody.  Looking to adopt?  E-mail me for more info and pics!
a strong positive emotion of regard and affection,almost time to take the kids to school
a strong positive emotion of regard and affection,@ykitatequila OH YEAH &amp; U TOO  ALL 4 OF US hehe &lt;3
a strong positive emotion of regard and affection,@mswilliamsmusic I'd Love to work with you! http://myspace.com/inikco  Tell ur friends to follow me!
a strong positive emotion of regard and affection,kill bill pt 2 .....I love em both wish they wold make like three more
a strong positive emotion of regard and affection,Never better! I had to follow some local Tweeples! It's only right!  @ThaMissus
a strong positive emotion of regard and affection,i love my mommy
a strong positive emotion of regard and affection,i love my mummy
a strong positive emotion of regard and affection,Going to bed. Talk to ya later!  goodnight birdies LOL
a strong positive emotion of regard and affection,"@Zac_Efron 17 Again was amazing! I have seen it three times! It's just hilarious, and you are fantastic!"
a strong positive emotion of regard and affection,"Happy Mother's Day to everyone's mothers, mothers-to-be, grandmothers, great grandmothers...All the WOMEN! I salute you all"
a strong positive emotion of regard and affection,@wordcharmer FUZE was giving away capes at Komen's Race for the Cure today! And I'd always love a hug from you hun!
a strong positive emotion of regard and affection,"@annavzang but if you got hit by a car, who would make such lovely music?"
a strong positive emotion of regard and affection,@dcorsetto love love love pot psycology. My Friday night treat
a strong positive emotion of regard and affection,wow tiz almost midnite o_O bedtime for me!! ha gnite gorgeous ppl  *HADtheBESTdayEVER*
a strong positive emotion of regard and affection,Mothers day today!
a strong positive emotion of regard and affection,Just finished yet another amazing book by Susan Elizabeth Philips!!!  God I love her books so much!!! Which one to read next??? hmmm...
a strong positive emotion of regard and affection,"@kaay_ nothing new at all. lol. oh, i bitched alot today about one person in particular with rachel. Oh and I planned the ultimate event"
a strong positive emotion of regard and affection,@ryanwashurrr don't worry be happy Ryan
a strong positive emotion of regard and affection,@2TuffDC i dunno what i'm gonna do. i love my skinny jeans!
a strong positive emotion of regard and affection,"@dr_aureole Oh my gosh, so cute!!!"
a strong positive emotion of regard and affection,@AniaRysz oh cool i can't wait!! yours are awesome!!!
a strong positive emotion of regard and affection,"@PerezHilton Guapisimo, chico you and Ms. Lady Gaga looked amazing as usual"
a strong positive emotion of regard and affection,Happy Mother's Day Moms  Take a load of for at least a day!
a strong positive emotion of regard and affection,Back in Athens! Had great time in Budapest
a strong positive emotion of regard and affection,Good days with good friends make me not regret living
a strong positive emotion of regard and affection,damn... long shift tonight... I really should sleep but I'm not tired. Had a nice talk with Jon after work  Gotta love that boy!
a strong positive emotion of regard and affection,@Debbas My Mom is a nurse practitioner&amp;spent entire life devoted to the field.  The good ones deserve to be recognized! I'll follow her
a strong positive emotion of regard and affection,"Gotta get up early to spend some time with my mommy before I go to work, so I'm off to bed. Goodnight twitter"
a strong positive emotion of regard and affection,I miss you sweetie!
a strong positive emotion of regard and affection,"#musicmonday Happy STAR WARS Day, celebrate by joining!  http://axe-tech.net/forums/..."
a strong positive emotion of regard and affection,I gots a Pandora bracelet for my birthdaaaay
a strong positive emotion of regard and affection,Ahh... I love Chinese music. Haha.  Not gonna see my luff til Thursday...
a strong positive emotion of regard and affection,Very proud of my son - he's just found out he's been offered an unconditional place at music college
a strong positive emotion of regard and affection,@swtcupcake Not sure it didn't say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!
a strong positive emotion of regard and affection,@jmbuckingham Time for me to seek out some coffee for my own caffein love affair too!! Mmmmm... Sweet been of hyper-goodness!!
a strong positive emotion of regard and affection,@iamkryssa twitter does not suck missy love you
a strong positive emotion of regard and affection,Happy mother's day everyone! still playing pet society!
a strong positive emotion of regard and affection,Getting ready for mothers Day!...I love my mom!!
a strong positive emotion of regard and affection,@LoriBartolozzi Thanks...I really do appreciate that. I know it will be the hardest thing I have ever done
a strong positive emotion of regard and affection,Happy Mothers Day. Havent got mom a present yet? Print off an Amazon Gift Card for her!  http://snipurl.com/hq0n1
a strong positive emotion of regard and affection,@babygirlparis I hope you have fun together and the press don't spoil things.  Take care
a strong positive emotion of regard and affection,Having a great chat with a friend. He's totally putting my mind at ease
a strong positive emotion of regard and affection,Naps are so lovely
a strong positive emotion of regard and affection,"@stephaniepratt I Love This Song lol, You're amazing Steph , xoxo"
a strong positive emotion of regard and affection,@Miranda_life  Hey i like love iCarly it rocks.   my youtube account--&gt; http://tinyurl.com/cf63ud
a strong positive emotion of regard and affection,@Anna_Viola love it! By the way I didn't end up having time to go this week  I'm sooooo sorry! Next week for sure!
a strong positive emotion of regard and affection,"@ovidiunegrean thanks, nice app  i will take a closer look."
a strong positive emotion of regard and affection,i wanna be love drunk
a strong positive emotion of regard and affection,I love that Joan Rivers says it's Family First.
a strong positive emotion of regard and affection,"Baq to sleep i go  no the headach starts , if its not 1 its da other"
a strong positive emotion of regard and affection,@taylorswift13 you really have to come to ireland some time! we love you over here &lt;3
a strong positive emotion of regard and affection,"Happy Mother's Day to all the mums out there, old &amp; new."
a strong positive emotion of regard and affection,Bout to go to bed... Happy Mother's Day ladies .... especially all th 1s who takin care of thier kids alone..n I Love U Momma
a strong positive emotion of regard and affection,"Basically I've listened to Miley Cyrus for fourteen hours now, and I love it."
a strong positive emotion of regard and affection,Just got done watching Bedtime Stories! Love that movie!
a strong positive emotion of regard and affection,just got Up and going to get ready to go to meadowhall ;) can't believe my internet broke yesterday  GUTTED
a strong positive emotion of regard and affection,I love when my ipod shuffles so all the good songs are all together
a strong positive emotion of regard and affection,"@sarrasina OMG...thank you so much for sending that, I hadn't seen yet. So loving the new Phoenix, too bad they're not coming to Seattle"
a strong positive emotion of regard and affection,@mrskutcher you guys are an awesome couple
a strong positive emotion of regard and affection,Had a fantastic day at the beach. Thanks friends  xoxo.
a strong positive emotion of regard and affection,@jessizakool lol our whole convo just consists of i miss you and i love you. gotta love us
a strong positive emotion of regard and affection,@tgrburningbrite SO addicted to colourlovers  Such a time sink!
a strong positive emotion of regard and affection,"@lucylumcfly thhaanks!  , i wish too"
a strong positive emotion of regard and affection,loves the smell of roast in the oven - thanks @sharnazzle for the ideas!
a strong positive emotion of regard and affection,"@mrskutcher you're so classy, demi. Love it, don't stop doing your thing."
a strong positive emotion of regard and affection,@MissJia *kiss kiss* stu deezy off to bed to have sweet dreams of you ma'am  hehe xxoxo
a strong positive emotion of regard and affection,i love it when justin timberlake hosts snl; hilarious
a strong positive emotion of regard and affection,let's make this last forever.
a strong positive emotion of regard and affection,O.M.G  im so sorry to hear about davids cooks brother! if u actually c this david Ireland Loves You!
a strong positive emotion of regard and affection,Happy Star Wars Day everyone! May the 4th be with you
a strong positive emotion of regard and affection,"@casparterhorst thanks for the recommendation!  I was not following, am now"
a strong positive emotion of regard and affection,wishes Happy mother's day to all mothers!!!
a strong positive emotion of regard and affection,Justin is too funny on SNL... Ciara finna perform
a strong positive emotion of regard and affection,http://twitpic.com/67kvt - my bestie leah  havent seen her in so long
a strong positive emotion of regard and affection,Signing off. Mom's day tomorrow.
a strong positive emotion of regard and affection,"At the end, i loved my night"
a strong positive emotion of regard and affection,"Pepsi throwback, you taste so good in my belly."
a strong positive emotion of regard and affection,I love my puppy
a strong positive emotion of regard and affection,"twittering, texting, and ipoding. i love the invention of mutitasking!"
a strong positive emotion of regard and affection,happy mothers day to my mom &amp; all the other mommies / moms to be! have a qood one ladies
a strong positive emotion of regard and affection,Done with HW...gonna read a bit then pass out. Got a cool week to look forward too in between all the mayhem
a strong positive emotion of regard and affection,@bradiewebbstack awww ily you're so sweet
